"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"41820","Saakoski","Jyväskylä","Keski-Suomi",990,-5.1
"41440","Ruuhimäki","Toivakka","Keski-Suomi",988,-5.1
"41230","Uurainen Keskus","Uurainen","Keski-Suomi",972,-4.5
"41210","Jokihaara","Uurainen","Keski-Suomi",971,-4.8
"41660","Toivakka Keskus","Toivakka","Keski-Suomi",969,-4.1
"44170","Hietama","Äänekoski","Keski-Suomi",962,-1.9
"41410","Kankainen","Toivakka","Keski-Suomi",960,-5.3
"44800","Pihtipudas Keskus","Pihtipudas","Keski-Suomi",960,-1.8
"44190","Parantala","Äänekoski","Keski-Suomi",958,-1.9
"41180","Vehniä","Laukaa","Keski-Suomi",949,-5
"44300","Konnevesi Keskus","Konnevesi","Keski-Suomi",949,-2.5
"41270","Lannevesi","Saarijärvi","Keski-Suomi",946,-5
"41980","Kuivasmäki","Petäjävesi","Keski-Suomi",938,-5.3
"41840","Moksi","Jyväskylä","Keski-Suomi",936,-5.5
"43250","Kolkanlahti","Saarijärvi","Keski-Suomi",934,-2.3
"43700","Kyyjärvi Keskus","Kyyjärvi","Keski-Suomi",932,-1.9
"41220","Höytiä","Uurainen","Keski-Suomi",926,-5.1
"17780","Harmoinen","Kuhmoinen","Keski-Suomi",919,-3.9
"41630","Oravasaari","Jyväskylä","Keski-Suomi",919,-5
"43540","Rantakylä-Pirttilahti","Karstula","Keski-Suomi",919,-2.1
"17840","Harjunsalmi","Kuhmoinen","Keski-Suomi",909,-4.2
"41880","Oittila","Jyväskylä","Keski-Suomi",909,-5.7
"41260","Hoikankylä","Saarijärvi","Keski-Suomi",908,-5.2
"44400","Konginkangas Keskus","Äänekoski","Keski-Suomi",906,-2.5
"41870","Putkilahti","Jyväskylä","Keski-Suomi",904,-5.7
"43900","Kinnula Keskus","Kinnula","Keski-Suomi",904,-2.7
"44420","Liimattala","Äänekoski","Keski-Suomi",902,-2.6
"43270","Kalmari","Saarijärvi","Keski-Suomi",901,-2.5
"43640","Humppi","Karstula","Keski-Suomi",899,-2.5
"41970","Huttula","Keuruu","Keski-Suomi",898,-5.6
"43240","Lehtola","Saarijärvi","Keski-Suomi",894,-2.6
"43480","Pääjärvi","Saarijärvi","Keski-Suomi",894,-2.6
"44220","Sörkänmäki","Äänekoski","Keski-Suomi",893,-2.7
"44330","Hytölä","Konnevesi","Keski-Suomi",892,-2.7
"42700","Keuruu Keskus","Keuruu","Keski-Suomi",891,-6.2
"41240","Kyynämöinen","Uurainen","Keski-Suomi",889,-5.4
"43440","Pylkönmäki Keskus","Saarijärvi","Keski-Suomi",887,-2.6
"17800","Kuhmoinen Keskus","Kuhmoinen","Keski-Suomi",885,-4.4
"17970","Puukkoinen","Kuhmoinen","Keski-Suomi",884,-4.1
"43520","Kiminki","Karstula","Keski-Suomi",883,-2.3
"17930","Päijälä","Kuhmoinen","Keski-Suomi",882,-4.1
"42720","Valkealahti","Keuruu","Keski-Suomi",882,-6.1
"44880","Muurasjärvi","Pihtipudas","Keski-Suomi",882,-2.5
"43940","Muhola-Saarensalmi","Kinnula","Keski-Suomi",880,-2.7
"43220","Mahlu","Saarijärvi","Keski-Suomi",878,-2.7
"43800","Kivijärvi Keskus-Sompala","Kivijärvi","Keski-Suomi",877,-2.7
"44350","Istunmäki","Konnevesi","Keski-Suomi",870,-2.9
"17870","Ruolahti","Kuhmoinen","Keski-Suomi",867,-4.5
"42140","Juokslahti","Jämsä","Keski-Suomi",866,-6.8
"43610","Aho","Karstula","Keski-Suomi",866,-2.8
"17850","Pihlajakoski","Kuhmoinen","Keski-Suomi",864,-4.5
"44580","Huopanankoski","Viitasaari","Keski-Suomi",863,-3
"43660","Vastinki","Karstula","Keski-Suomi",859,-2.8
"44640","Kymönkoski","Viitasaari","Keski-Suomi",857,-2.9
"44920","Peninki","Pihtipudas","Keski-Suomi",851,-2.9
"44910","Elämäjärvi","Pihtipudas","Keski-Suomi",850,-2.9
"17950","Kylämä","Kuhmoinen","Keski-Suomi",849,-4.4
"44860","Alvajärvi","Pihtipudas","Keski-Suomi",848,-2.7
"44250","Äänekoivisto","Äänekoski","Keski-Suomi",847,-3
"44950","Kärväsjärvi","Pihtipudas","Keski-Suomi",847,-2.9
"44530","Ilmolahti","Viitasaari","Keski-Suomi",844,-3.1
"43560","Vahanka","Karstula","Keski-Suomi",843,-2.6
"44320","Sirkkamäki","Konnevesi","Keski-Suomi",843,-3.1
"41530","Veneranta","Hankasalmi","Keski-Suomi",842,-5.5
"44790","Kotvala","Viitasaari","Keski-Suomi",842,-3
"43840","Sompala","Kivijärvi","Keski-Suomi",840,-2.9
"43170","Häkkilä","Saarijärvi","Keski-Suomi",837,-3.1
"44730","Löytänä","Viitasaari","Keski-Suomi",837,-3
"44610","Kärnä","Viitasaari","Keski-Suomi",836,-3
"44740","Keitelepohja-Kotvala","Viitasaari","Keski-Suomi",836,-3
"44480","Niinilahti","Viitasaari","Keski-Suomi",834,-3
"44370","Mäntymäki","Konnevesi","Keski-Suomi",833,-3.2
"41550","Hannula","Hankasalmi","Keski-Suomi",831,-5.6
"43490","Kangasaho","Karstula","Keski-Suomi",831,-3
"44760","Keihärinkoski","Viitasaari","Keski-Suomi",831,-3
"44770","Valkeisjärvi","Viitasaari","Keski-Suomi",831,-3
"43720","Kumpulainen","Kyyjärvi","Keski-Suomi",828,-3
"43340","Kannonjärvi","Kannonkoski","Keski-Suomi",826,-3.1
"44630","Kumpumäki","Viitasaari","Keski-Suomi",826,-3.1
"44440","Räihä","Äänekoski","Keski-Suomi",825,-3.1
"41520","Hankasalmi Keskus","Hankasalmi","Keski-Suomi",821,-6.2
"41580","Sauvamäki","Hankasalmi","Keski-Suomi",818,-5.7
"44460","Kalaniemi","Äänekoski","Keski-Suomi",818,-3.1
"44590","Vuorilahti","Viitasaari","Keski-Suomi",817,-3.3
"44670","Suovanlahti","Viitasaari","Keski-Suomi",815,-3.1
"43390","Lokakylä","Kivijärvi","Keski-Suomi",813,-3.2
"19650","Joutsa Keskus","Joutsa","Keski-Suomi",812,-7.2
"41540","Ristimäki","Hankasalmi","Keski-Suomi",812,-5.7
"43420","Kukko","Saarijärvi","Keski-Suomi",811,-3.2
"43960","Saarensalmi","Kinnula","Keski-Suomi",808,-3.3
"44680","Lahnanen","Viitasaari","Keski-Suomi",807,-3.2
"35400","Länkipohja","Jämsä","Keski-Suomi",805,-4.6
"41560","Säkinmäki","Hankasalmi","Keski-Suomi",805,-5.8
"43300","Kannonkoski Keskus","Kannonkoski","Keski-Suomi",805,-3.1
"42800","Haapamäki","Keuruu","Keski-Suomi",797,-6.4
"44260","Vihijärvi","Äänekoski","Keski-Suomi",796,-3.4
"44970","Korppinen","Pihtipudas","Keski-Suomi",796,-3.3
"19910","Tammijärvi","Luhanka","Keski-Suomi",789,-6.4
"44280","Sumiainen Keskus","Äänekoski","Keski-Suomi",782,-3.4
"43430","Väätäiskylä","Multia","Keski-Suomi",781,-3.4
"19920","Pappinen","Joutsa","Keski-Suomi",779,-6.5
"19670","Mieskonmäki","Joutsa","Keski-Suomi",775,-7.4
"41710","Rutalahti-Kivisuo","Joutsa","Keski-Suomi",768,-5.8
"19950","Luhanka","Luhanka","Keski-Suomi",762,-6.6
"42330","Haavisto","Jämsä","Keski-Suomi",759,-6.8
"42440","Koskenpää","Jämsä","Keski-Suomi",742,-6.9
"42520","Asunta","Keuruu","Keski-Suomi",738,-6.9
"42820","Riiho","Keuruu","Keski-Suomi",736,-6.9
"41750","Havumäki","Joutsa","Keski-Suomi",733,-6.1
"42560","Pohjoisjärvi","Keuruu","Keski-Suomi",732,-7
"42300","Jämsänkoski Keskus","Jämsä","Keski-Suomi",726,-6.7
"42910","Pihlajavesi","Keuruu","Keski-Suomi",723,-7
"35630","Suinula-Valkamanperä","Jämsä","Keski-Suomi",714,-5
"42930","Katajamäki","Keuruu","Keski-Suomi",708,-7.2
"42600","Multia Keskus-Väätäiskylä","Multia","Keski-Suomi",703,-6.7
"35610","Pihlaisto","Jämsä","Keski-Suomi",699,-5.1
"41730","Kivisuo","Joutsa","Keski-Suomi",696,-6.3
"42660","Sahrajärvi","Multia","Keski-Suomi",696,-7.1
"44200","Suolahti Keskus","Äänekoski","Keski-Suomi",695,-4.4
"35820","Asemakulma-Mustalahti","Jämsä","Keski-Suomi",681,-5.5
"41500","Hankasalmi Asemanseutu","Hankasalmi","Keski-Suomi",657,-6.2
"35600","Halli","Jämsä","Keski-Suomi",644,-5.2
"41770","Leivonmäki","Joutsa","Keski-Suomi",626,-6.3
"42220","Kaipola","Jämsä","Keski-Suomi",594,-7
"48310","Mussalo","Kotka","Kymenlaakso",1704,-4.9
"45100","Kouvola Keskus","Kouvola","Kymenlaakso",1465,-2.4
"48100","Kotkansaari","Kotka","Kymenlaakso",1443,-6
"48710","Koivula","Kotka","Kymenlaakso",1442,-5.5
"45120","Kotkankallio-Vahteranmäki","Kouvola","Kymenlaakso",1439,-2.4
"48800","Otsola-Mäntykangas","Kotka","Kymenlaakso",1332,-5.6
"49220","Siltakylä","Pyhtää","Kymenlaakso",1251,-7.8
"45130","Korjala-Kaunisnurmi","Kouvola","Kymenlaakso",1232,-3.1
"45360","Kukkuramäki","Kouvola","Kymenlaakso",1228,-4.3
"45720","Kotiharju-Ruhjonmäki","Kouvola","Kymenlaakso",1218,-3.2
"48410","Kaukola","Kotka","Kymenlaakso",1204,-5.7
"45370","Valkeala kk","Kouvola","Kymenlaakso",1187,-4.1
"45750","Kuusankosken Sairaala-alue","Kouvola","Kymenlaakso",1154,-2.8
"48400","Sutela","Kotka","Kymenlaakso",1137,-6.7
"48600","Karhula","Kotka","Kymenlaakso",1125,-5.7
"45610","Koria","Kouvola","Kymenlaakso",1097,-4
"48300","Ruonala","Kotka","Kymenlaakso",1095,-6.5
"49210","Huutjärvi","Pyhtää","Kymenlaakso",1086,-8.2
"45200","Tornionmäki","Kouvola","Kymenlaakso",1080,-3.6
"47400","Kausala","Iitti","Kymenlaakso",1077,-3.1
"48130","Katariina","Kotka","Kymenlaakso",1068,-6.6
"48810","Rantahaka","Kotka","Kymenlaakso",1067,-6.6
"49400","Hamina Keskus","Hamina","Kymenlaakso",1066,-9.7
"45330","Harju","Kouvola","Kymenlaakso",1051,-4.4
"45160","Lehtomäki","Kouvola","Kymenlaakso",1021,-4.8
"45740","Maunuksela","Kouvola","Kymenlaakso",1018,-3.9
"45700","Kuusankoski Keskus","Kouvola","Kymenlaakso",1017,-3
"48770","Ristinkallio","Kotka","Kymenlaakso",1016,-6.9
"45810","Pilkanmaa","Kouvola","Kymenlaakso",1004,-4.2
"48720","Kymi","Kotka","Kymenlaakso",999,-6.9
"47460","Hiisiö","Iitti","Kymenlaakso",978,-3.7
"48750","Nikeli","Kotka","Kymenlaakso",976,-7.1
"45150","Kankaronmäki-Eskolanmäki","Kouvola","Kymenlaakso",975,-4.4
"48930","Tiutinen","Kotka","Kymenlaakso",967,-7.2
"48210","Toukolan Sairaala-Alue","Kotka","Kymenlaakso",958,-6.6
"49200","Heinlahti","Pyhtää","Kymenlaakso",954,-8.9
"54490","Ahomäki","Miehikkälä","Kymenlaakso",947,-4.8
"45410","Utti","Kouvola","Kymenlaakso",942,-4.5
"48700","Kyminlinna","Kotka","Kymenlaakso",928,-6.6
"49240","Purolanlahti","Pyhtää","Kymenlaakso",924,-9.2
"48910","Suulisniemi","Kotka","Kymenlaakso",922,-7.3
"49270","Pyhtää kk","Pyhtää","Kymenlaakso",922,-9.2
"46910","Anjala","Kouvola","Kymenlaakso",919,-4.9
"48200","Hovinsaari","Kotka","Kymenlaakso",917,-6.8
"45460","Savero","Kouvola","Kymenlaakso",904,-4.8
"49490","Neuvoton","Hamina","Kymenlaakso",903,-9.9
"47110","Löytty","Kouvola","Kymenlaakso",902,-3.9
"47450","Erottaja","Iitti","Kymenlaakso",897,-4.2
"47520","Iitti kk","Iitti","Kymenlaakso",896,-4
"46860","Anjalankoski Keskus","Kouvola","Kymenlaakso",895,-5.5
"49610","Sivatti","Hamina","Kymenlaakso",890,-9.1
"47830","Hasula","Kouvola","Kymenlaakso",886,-4
"49290","Vastila","Pyhtää","Kymenlaakso",886,-9.5
"47440","Sääskjärvi","Iitti","Kymenlaakso",884,-4.3
"46810","Ummeljoki","Kouvola","Kymenlaakso",883,-6.2
"49420","Uusi-Summa","Hamina","Kymenlaakso",883,-9.4
"49300","Tavastila","Kotka","Kymenlaakso",875,-9.2
"49410","Poitsila","Hamina","Kymenlaakso",875,-9.8
"48220","Metsola","Kotka","Kymenlaakso",868,-6.5
"47150","Raussila","Kouvola","Kymenlaakso",867,-4.2
"47490","Mankala-Hiisiö","Iitti","Kymenlaakso",856,-4.5
"47900","Vuohijärvi","Kouvola","Kymenlaakso",855,-4.3
"49630","Vehkajoki","Hamina","Kymenlaakso",855,-9.4
"47310","Haapa-Kimola","Iitti","Kymenlaakso",853,-4.3
"47540","Löyttilä","Iitti","Kymenlaakso",851,-4.3
"47260","Ratula","Kouvola","Kymenlaakso",850,-4.2
"47810","Selänpää","Kouvola","Kymenlaakso",847,-4.3
"47650","Kimola","Kouvola","Kymenlaakso",846,-4.3
"45940","Oravala","Kouvola","Kymenlaakso",844,-4.8
"48900","Sunila","Kotka","Kymenlaakso",834,-7.1
"49480","Vanha-Summa","Hamina","Kymenlaakso",833,-10.2
"46750","Liikkala","Kouvola","Kymenlaakso",830,-5.8
"49700","Miehikkälä Kirkonkylä","Miehikkälä","Kymenlaakso",830,-9.6
"47610","Kymentaka","Iitti","Kymenlaakso",829,-4.4
"47850","Verla","Kouvola","Kymenlaakso",828,-4.4
"49860","Klamila","Virolahti","Kymenlaakso",826,-9.6
"49840","Mäntlahti","Hamina","Kymenlaakso",809,-9.8
"46800","Myllykoski","Kouvola","Kymenlaakso",808,-6.2
"49640","Paijärvi","Hamina","Kymenlaakso",808,-9.8
"49340","Juurikorpi","Kotka","Kymenlaakso",807,-9.8
"46730","Ruotila","Kouvola","Kymenlaakso",806,-5.9
"49760","Suur-Miehikkälä","Miehikkälä","Kymenlaakso",806,-9.8
"49770","Salo-Miehikkälä","Miehikkälä","Kymenlaakso",805,-9.8
"49730","Muurikkala","Miehikkälä","Kymenlaakso",804,-9.8
"49750","Kalliokoski","Miehikkälä","Kymenlaakso",803,-9.8
"49930","Vaalimaa","Virolahti","Kymenlaakso",803,-10
"48230","Korela-Jylppy","Kotka","Kymenlaakso",800,-7.3
"46710","Sippola","Kouvola","Kymenlaakso",797,-6
"19160","Huutotöyry","Iitti","Kymenlaakso",796,-6.4
"46140","Vekaranjärvi","Kouvola","Kymenlaakso",794,-6
"46400","Kaipiainen","Kouvola","Kymenlaakso",790,-6
"49660","Pyhältö","Hamina","Kymenlaakso",789,-9.9
"47710","Jaala kk","Kouvola","Kymenlaakso",788,-4.4
"49960","Ala-Pihlaja","Virolahti","Kymenlaakso",787,-10.2
"46450","Enäjärvi","Kouvola","Kymenlaakso",786,-6.1
"46230","Aro","Kouvola","Kymenlaakso",785,-6.1
"49980","Ravijoki","Virolahti","Kymenlaakso",781,-10.2
"46430","Tirva-Inkerilä","Kouvola","Kymenlaakso",779,-6.1
"46110","Tuohikotti","Kouvola","Kymenlaakso",775,-6.2
"49780","Onkamaa","Hamina","Kymenlaakso",770,-10.1
"46930","Huruksela","Kotka","Kymenlaakso",764,-6.2
"49720","Hurttala","Miehikkälä","Kymenlaakso",764,-10.1
"46960","Muhniemi","Kouvola","Kymenlaakso",762,-6.2
"46950","Ahvio","Kouvola","Kymenlaakso",758,-6.2
"47910","Hillosensalmi","Kouvola","Kymenlaakso",757,-5
"49540","Metsäkylä","Hamina","Kymenlaakso",757,-10
"46900","Inkeroinen","Kouvola","Kymenlaakso",756,-6.1
"49520","Reitkalli","Hamina","Kymenlaakso",756,-10
"47760","Huhdasjärvi","Kouvola","Kymenlaakso",753,-5
"49570","Kannusjärvi","Hamina","Kymenlaakso",743,-10.2
"47200","Elimäki kk","Kouvola","Kymenlaakso",740,-5
"46570","Saaramaa","Kouvola","Kymenlaakso",735,-6.5
"45910","Voikkaa","Kouvola","Kymenlaakso",707,-4.7
"49900","Virolahti Keskus","Virolahti","Kymenlaakso",701,-11.1
"49460","Hillo","Hamina","Kymenlaakso",684,-10.6
"48350","Karhuvuori","Kotka","Kymenlaakso",666,-7.9
"49510","Husula","Hamina","Kymenlaakso",617,-10.5
"99130","Sirkka-Rauhala","Kittilä","Lappi",2178,-4.5
"95970","Äkäslompolo","Kolari","Lappi",2026,-1.9
"99830","Saariselkä","Inari","Lappi",1982,-4.8
"96100","Rovaniemi Keskus","Rovaniemi","Lappi",1939,0.2
"96900","Saarenkylä","Rovaniemi","Lappi",1836,-3.4
"96200","Sahanperä-Ratantaus","Rovaniemi","Lappi",1749,-1.8
"96300","Niemelänkangas-Korvanniemi","Rovaniemi","Lappi",1708,-2.5
"95400","Tornio Keskus","Tornio","Lappi",1659,-1.1
"96460","Pöykkölä","Rovaniemi","Lappi",1592,-2.3
"96400","Pullinranta-Kiiruna","Rovaniemi","Lappi",1584,-2.6
"96190","Lapinrinne-Ahokangas","Rovaniemi","Lappi",1554,-1.4
"99180","Rautusjärvi","Kittilä","Lappi",1419,-6.4
"95450","Kirkonmäki","Tornio","Lappi",1413,-2.8
"96800","Ylikylä-Patosaari","Rovaniemi","Lappi",1412,-2.6
"99140","Köngäs-Hanhivaara","Kittilä","Lappi",1412,-6.5
"99110","Kaukonen","Kittilä","Lappi",1391,-6.6
"95920","Saaripudas","Kolari","Lappi",1385,-3.2
"99135","Rauhala","Kittilä","Lappi",1351,-7
"95980","Ylläsjärvi","Kolari","Lappi",1350,-3.4
"96930","Napapiiri Rovaniemi","Rovaniemi","Lappi",1339,-4
"99160","Lompolo-Pulju","Kittilä","Lappi",1337,-7.1
"96910","Syväsenvaara","Rovaniemi","Lappi",1335,-3
"99100","Kittilä Keskus","Kittilä","Lappi",1329,-6.8
"99150","Tepasto","Kittilä","Lappi",1325,-7.2
"99120","Kallo","Kittilä","Lappi",1319,-7.3
"99740","Syväjärvi","Sodankylä","Lappi",1310,-5.7
"99870","Inari Keskus-Lemmenjoki","Inari","Lappi",1310,-6.3
"96960","Someroharju","Rovaniemi","Lappi",1307,-4
"95350","Peura","Tervola","Lappi",1287,-3
"99300","Muonio Keskus","Muonio","Lappi",1287,-5.8
"95420","Miukki-Palosaari-Luotomäki","Tornio","Lappi",1286,-2.8
"99560","Orakylä","Sodankylä","Lappi",1266,-5.9
"95900","Kolari Keskus","Kolari","Lappi",1260,-4.2
"95930","Äkäsjoensuu","Kolari","Lappi",1258,-4.2
"99710","Vaalajärvi","Sodankylä","Lappi",1258,-6
"99400","Enontekiö Keskus","Enontekiö","Lappi",1255,-6
"99190","Hanhimaa","Kittilä","Lappi",1240,-8
"99320","Kätkäsuvanto","Muonio","Lappi",1226,-6.2
"99310","Yli-Muonio","Muonio","Lappi",1224,-6.2
"99170","Pulju","Kittilä","Lappi",1223,-8.2
"95990","Kurtakko","Kolari","Lappi",1222,-4.5
"96700","Niskanperä","Rovaniemi","Lappi",1222,-3.9
"96320","Teollisuuskylä","Rovaniemi","Lappi",1218,-4.5
"99760","Uimaniemi","Sodankylä","Lappi",1218,-6.3
"99885","Lemmenjoki","Inari","Lappi",1218,-7.1
"95410","Kiviranta","Tornio","Lappi",1216,-3.2
"95220","Simoniemi","Simo","Lappi",1213,-3.4
"95470","Pirkkiö-Röyttä","Tornio","Lappi",1210,-3.5
"99860","Nellim","Inari","Lappi",1210,-7.2
"95940","Tapojärvi","Muonio","Lappi",1208,-4.6
"99750","Sassali","Sodankylä","Lappi",1207,-6.4
"99550","Aska-Orakylä","Sodankylä","Lappi",1204,-6.4
"99650","Sattanen","Sodankylä","Lappi",1204,-5.5
"99540","Torvinen","Sodankylä","Lappi",1195,-6.4
"99770","Jeesiö","Sodankylä","Lappi",1194,-6.4
"95310","Liedakkala","Keminmaa","Lappi",1189,-3.5
"99555","Luosto","Sodankylä","Lappi",1186,-6.5
"99530","Vuojärvi","Sodankylä","Lappi",1184,-6.5
"99520","Seipäjärvi","Sodankylä","Lappi",1181,-6.5
"99720","Riipi","Sodankylä","Lappi",1181,-6.5
"99450","Palojoensuu-Kuttanen","Enontekiö","Lappi",1179,-6.6
"95500","Vojakkala-Yli-Liakka","Tornio","Lappi",1178,-3.6
"99280","Tepsa","Kittilä","Lappi",1178,-6.6
"95950","Kihlanki-Tapojärvi","Muonio","Lappi",1172,-5
"99410","Vuontisjärvi","Enontekiö","Lappi",1172,-6.6
"99340","Raattama-Pallastunturi","Kittilä","Lappi",1170,-6.6
"99195","Pokka","Kittilä","Lappi",1162,-8.8
"96600","Koskenkylä","Rovaniemi","Lappi",1161,-3.9
"99270","Hormakumpu","Kittilä","Lappi",1160,-6.7
"99230","Jeesiöjärvi","Kittilä","Lappi",1158,-6.7
"99360","Kangosjärvi","Muonio","Lappi",1158,-6.7
"95440","Kyläjoki","Tornio","Lappi",1153,-3.9
"95520","Kukkola","Tornio","Lappi",1153,-3.7
"95230","Maksniemi","Simo","Lappi",1148,-3.8
"99990","Nuorgam","Utsjoki","Lappi",1144,-6.8
"99510","Raudanjoki-Seipäjärvi","Sodankylä","Lappi",1141,-6.8
"95700","Pello Keskus","Pello","Lappi",1140,-3.8
"95210","Filpus","Simo","Lappi",1136,-3.8
"99290","Kelontekemä","Kittilä","Lappi",1135,-6.9
"99980","Utsjoki Keskus","Utsjoki","Lappi",1135,-6.9
"99240","Kuivasalmi","Kittilä","Lappi",1129,-6.9
"99420","Peltovuoma","Enontekiö","Lappi",1123,-7
"95460","Kantojärvi","Tornio","Lappi",1122,-4.1
"99950","Karigasniemi","Utsjoki","Lappi",1112,-7.1
"95430","Suensaari","Tornio","Lappi",1109,-3.3
"99460","Kuttanen","Enontekiö","Lappi",1108,-7.1
"95200","Simo Keskus","Simo","Lappi",1096,-4.1
"95560","Aapajoki","Tornio","Lappi",1096,-4.1
"95375","Yli-Paakkola","Tervola","Lappi",1092,-4.2
"94450","Lassila-Jokisuu","Keminmaa","Lappi",1090,-3.4
"95365","Maula","Keminmaa","Lappi",1090,-4.2
"95530","Karunki","Tornio","Lappi",1085,-4.2
"99470","Karesuvanto","Enontekiö","Lappi",1083,-7.3
"99600","Sodankylä Keskus","Sodankylä","Lappi",1082,-4.4
"95300","Tervola Keskus","Tervola","Lappi",1079,-4.2
"95315","Törmä","Keminmaa","Lappi",1077,-4.3
"95340","Loue","Tervola","Lappi",1077,-4.3
"99440","Leppäjärvi","Enontekiö","Lappi",1071,-7.4
"99490","Kilpisjärvi","Enontekiö","Lappi",1071,-7.4
"99610","Siurunmaa","Sodankylä","Lappi",1071,-6.2
"99660","Kersilö","Sodankylä","Lappi",1071,-6.2
"99910","Kaamanen-Partakko","Inari","Lappi",1071,-7.4
"94720","Peurasaari","Kemi","Lappi",1065,-4
"99430","Nunnanen","Enontekiö","Lappi",1063,-7.5
"95590","Arpela","Tornio","Lappi",1059,-4.4
"95370","Itäkoski","Keminmaa","Lappi",1058,-4.4
"99250","Kiistala-Jeesiöjärvi","Kittilä","Lappi",1055,-7.5
"99930","Sevettijärvi-Näätämö","Inari","Lappi",1055,-7.5
"95720","Jarhoinen","Pello","Lappi",1050,-4.4
"95225","Viantie","Simo","Lappi",1044,-4.5
